Start Time,Stop Time,Start Station Name,End Station Name,Bike ID,User Type,Gender,Birth Year
9/26/15 13:50,9/26/15 13:53,Sip Ave,McGinley Square,24567,Subscriber,1,1970
9/26/15 13:52,9/26/15 13:57,Newport Pkwy,Newport PATH,24432,Subscriber,1,1990
9/26/15 13:53,9/26/15 14:30,Warren St,Warren St,24699,Subscriber,1,1981
9/26/15 13:54,9/26/15 14:25,Newport Pkwy,Newport Pkwy,24456,Subscriber,2,1993
9/26/15 13:55,9/26/15 14:25,Newport Pkwy,Newport Pkwy,24566,Subscriber,1,1992
9/26/15 13:56,9/26/15 17:06,City Hall,City Hall,24602,Customer,0,
9/26/15 13:56,9/26/15 17:06,City Hall,City Hall,24667,Customer,0,
9/26/15 13:58,9/26/15 14:03,Warren St,City Hall,24682,Subscriber,2,1985
9/26/15 13:58,9/26/15 14:17,Van Vorst Park,Newport Pkwy,24417,Subscriber,1,1988
9/26/15 13:58,9/26/15 14:10,Van Vorst Park,Van Vorst Park,24393,Customer,0,
9/26/15 13:59,9/26/15 14:09,City Hall,Hamilton Park,24396,Subscriber,1,1979
9/26/15 14:03,9/26/15 15:29,Newport Pkwy,Liberty Light Rail,24512,Customer,0,
9/26/15 14:04,9/26/15 14:16,Essex Light Rail,Hamilton Park,24675,Subscriber,1,1983
9/26/15 14:04,9/26/15 14:08,Grove St PATH,Newark Ave,24402,Subscriber,1,1981
9/26/15 14:05,9/26/15 15:29,Newport Pkwy,Liberty Light Rail,24647,Customer,0,
9/26/15 14:05,9/26/15 14:17,Essex Light Rail,Hamilton Park,24409,Subscriber,2,1982
9/26/15 14:06,9/26/15 14:35,Riverview Park,Newport Pkwy,24470,Customer,0,
9/26/15 14:07,9/26/15 14:21,Newark Ave,McGinley Square,24519,Subscriber,2,1990
9/26/15 14:08,9/26/15 14:15,Hamilton Park,Newark Ave,24655,Subscriber,1,1982
9/26/15 14:08,9/26/15 14:18,Hamilton Park,Van Vorst Park,24463,Customer,0,
9/26/15 14:10,9/26/15 14:14,Exchange Place,City Hall,24669,Subscriber,1,1985
9/26/15 14:10,9/26/15 14:29,Baldwin at Montgomery,Warren St,24641,Customer,0,
9/26/15 14:11,9/26/15 14:37,Exchange Place,Van Vorst Park,24446,Customer,0,
9/26/15 14:11,9/26/15 14:36,Exchange Place,Van Vorst Park,24511,Customer,0,
9/26/15 14:13,9/26/15 14:41,Newport Pkwy,Essex Light Rail,24654,Subscriber,1,1991
9/26/15 14:13,9/26/15 14:54,JC Medical Center,Essex Light Rail,24444,Subscriber,2,1983
9/26/15 14:13,9/26/15 14:43,Baldwin at Montgomery,City Hall,24634,Customer,0,
9/26/15 14:15,9/26/15 14:21,Christ Hospital,Newark Ave,24483,Subscriber,1,1981
9/26/15 14:15,9/26/15 14:23,Exchange Place,Warren St,24550,Customer,0,
9/26/15 14:16,9/26/15 14:27,Exchange Place,Exchange Place,24551,Customer,0,
9/26/15 14:16,9/26/15 15:19,Liberty Light Rail,Essex Light Rail,24491,Customer,0,
9/26/15 14:17,9/26/15 16:00,Hamilton Park,Exchange Place,24396,Subscriber,2,1972
9/26/15 14:19,9/26/15 14:48,Exchange Place,Warren St,24518,Customer,0,
9/26/15 14:21,9/26/15 14:29,Newport PATH,Warren St,24464,Subscriber,1,1988
9/26/15 14:22,9/26/15 14:31,Van Vorst Park,Hamilton Park,24463,Subscriber,2,1988
9/26/15 14:22,9/26/15 14:29,Newark Ave,Van Vorst Park,24443,Subscriber,1,1980
9/26/15 14:23,9/26/15 14:39,Van Vorst Park,Newark Ave,24500,Customer,0,
9/26/15 14:23,9/26/15 14:39,Van Vorst Park,Newark Ave,24592,Customer,0,
9/26/15 14:24,9/26/15 14:33,Exchange Place,Grove St PATH,24448,Subscriber,2,1985
9/26/15 14:24,9/26/15 14:38,Van Vorst Park,Hamilton Park,24531,Customer,0,
9/26/15 14:25,9/26/15 14:33,Hamilton Park,JC Medical Center,24686,Subscriber,1,1979
9/26/15 14:30,9/26/15 15:02,JC Medical Center,Newport Pkwy,24685,Subscriber,1,1984
9/26/15 14:30,9/26/15 15:02,JC Medical Center,Newport Pkwy,24597,Subscriber,2,1989
9/26/15 14:31,9/26/15 14:42,Baldwin at Montgomery,Grove St PATH,24407,Subscriber,1,1989
9/26/15 14:32,9/26/15 14:56,Essex Light Rail,Essex Light Rail,24547,Customer,0,
9/26/15 14:32,9/26/15 16:38,Van Vorst Park,Newark Ave,24443,Customer,0,
9/26/15 14:32,9/26/15 15:00,Lincoln Park,Baldwin at Montgomery,24590,Subscriber,1,1968
9/26/15 14:33,9/26/15 15:00,Lincoln Park,Baldwin at Montgomery,24438,Subscriber,1,1963
9/26/15 14:33,9/26/15 15:13,Hamilton Park,JC Medical Center,24558,Subscriber,1,1981
9/26/15 14:33,9/26/15 14:45,Garfield Ave Station,Grove St PATH,24651,Subscriber,1,1988
9/26/15 14:33,9/26/15 15:01,Warren St,Warren St,24699,Subscriber,1,1981
9/26/15 14:35,9/26/15 14:38,Van Vorst Park,Newark Ave,24626,Subscriber,1,1968
9/26/15 14:37,9/26/15 14:41,McGinley Square,Sip Ave,24617,Subscriber,2,1978
9/26/15 14:37,9/26/15 14:50,Van Vorst Park,Hamilton Park,24439,Customer,0,
9/26/15 14:38,9/26/15 14:45,Warren St,Newport PATH,24641,Subscriber,1,1976
9/26/15 14:39,9/26/15 15:00,Dey St,Riverview Park,24610,Subscriber,1,1960
9/26/15 14:42,9/26/15 15:09,Newport Pkwy,Essex Light Rail,24456,Customer,0,
9/26/15 14:42,9/26/15 14:52,McGinley Square,Grove St PATH,24567,Subscriber,1,1977
9/26/15 14:42,9/26/15 14:58,Essex Light Rail,Brunswick St,24528,Subscriber,1,1972
9/26/15 14:43,9/26/15 14:59,Hamilton Park,Hamilton Park,24560,Subscriber,1,1969
9/26/15 14:43,9/26/15 14:55,Hilltop,Lincoln Park,24486,Subscriber,1,1963
9/26/15 14:44,9/26/15 14:55,Van Vorst Park,Exchange Place,24390,Subscriber,1,1970
9/26/15 14:44,9/26/15 14:59,Essex Light Rail,Hamilton Park,24522,Customer,0,
9/26/15 14:47,9/26/15 15:01,Hamilton Park,Exchange Place,24429,Subscriber,2,1988
9/26/15 14:47,9/26/15 14:58,Essex Light Rail,Hamilton Park,24721,Subscriber,1,1980
9/26/15 14:48,9/26/15 15:02,Essex Light Rail,Liberty Light Rail,24615,Customer,0,
9/26/15 14:49,9/26/15 14:55,Warren St,Paulus Hook,24518,Subscriber,1,1969
9/26/15 14:49,9/26/15 14:58,Grove St PATH,Paulus Hook,24526,Subscriber,1,1978
9/26/15 14:49,9/26/15 14:52,Van Vorst Park,Newark Ave,24393,Subscriber,1,1984
9/26/15 14:50,9/26/15 14:57,Van Vorst Park,Newark Ave,24446,Customer,0,
9/26/15 14:50,9/26/15 14:57,Van Vorst Park,Newark Ave,24511,Customer,0,
9/26/15 14:51,9/26/15 15:01,Sip Ave,Pershing Field,24617,Subscriber,1,1980
9/26/15 14:52,9/26/15 15:07,Grove St PATH,Baldwin at Montgomery,24567,Subscriber,1,1989
9/26/15 14:53,9/26/15 15:19,Bayside Park,Exchange Place,24460,Customer,0,
9/26/15 14:54,9/26/15 15:07,Grove St PATH,Newport PATH,24407,Subscriber,1,1972
9/26/15 14:54,9/26/15 15:08,City Hall,Newport Pkwy,24682,Customer,0,
9/26/15 14:54,9/26/15 15:08,City Hall,Newport Pkwy,24676,Customer,0,
9/26/15 14:56,9/26/15 15:11,Dey St,Central Ave,24387,Subscriber,1,1989
9/26/15 15:00,9/26/15 15:25,Lincoln Park,Union St,24630,Subscriber,1,1963
9/26/15 15:00,9/26/15 15:15,Warren St,JC Medical Center,24550,Subscriber,1,1984
9/26/15 15:01,9/26/15 15:03,Brunswick St,Newark Ave,24493,Subscriber,1,1988
9/26/15 15:05,9/26/15 17:30,JC Medical Center,Exchange Place,24497,Customer,0,
9/26/15 15:06,9/26/15 15:24,Liberty Light Rail,Hamilton Park,24378,Subscriber,2,1981
9/26/15 15:06,9/26/15 15:19,Hamilton Park,Exchange Place,24428,Subscriber,1,1980
9/26/15 15:06,9/26/15 15:19,Hamilton Park,Exchange Place,24658,Subscriber,2,1989
9/26/15 15:07,9/26/15 15:22,Heights Elevator,Christ Hospital,24476,Subscriber,1,1970
9/26/15 15:09,9/26/15 15:16,Riverview Park,North St,24599,Subscriber,1,1956
9/26/15 15:10,9/26/15 15:49,Liberty Light Rail,Liberty Light Rail,24401,Customer,0,
9/26/15 15:10,9/26/15 15:33,City Hall,Liberty Light Rail,24605,Customer,0,
9/26/15 15:10,9/26/15 15:38,North St,North St,24723,Customer,0,
9/26/15 15:11,9/26/15 15:39,North St,North St,24678,Customer,0,
9/26/15 15:11,9/26/15 15:29,North St,Newport Pkwy,24656,Subscriber,1,1995
9/26/15 15:12,9/26/15 15:21,Essex Light Rail,JC Medical Center,24444,Customer,0,
9/26/15 15:12,9/26/15 15:18,North St,Central Ave,24601,Subscriber,2,1989
9/26/15 15:12,9/26/15 15:18,Hamilton Park,Newark Ave,24478,Subscriber,1,1989
9/26/15 15:12,9/26/15 15:18,Hamilton Park,Newark Ave,24531,Subscriber,1,1986
9/26/15 15:13,9/26/15 15:36,5 Corners Library,Exchange Place,24487,Customer,0,
9/26/15 15:13,9/26/15 15:36,5 Corners Library,Exchange Place,24664,Customer,0,
9/26/15 15:14,9/26/15 15:34,Brunswick St,Riverview Park,24513,Customer,0,
9/26/15 15:14,9/26/15 15:34,Brunswick St,Riverview Park,24440,Customer,0,
9/26/15 15:15,9/26/15 15:27,Exchange Place,Hilltop,24716,Subscriber,1,1969
9/26/15 15:15,9/26/15 15:24,Brunswick St,Hamilton Park,24557,Customer,0,
9/26/15 15:16,9/26/15 15:24,Brunswick St,Hamilton Park,24543,Customer,0,
9/26/15 15:16,9/26/15 16:29,Liberty Light Rail,Liberty Light Rail,24639,Customer,0,
9/26/15 15:16,9/26/15 15:31,Essex Light Rail,Hamilton Park,24392,Subscriber,2,1983
9/26/15 15:16,9/26/15 15:30,Essex Light Rail,Hamilton Park,24456,Subscriber,1,1984
9/26/15 15:16,9/26/15 15:41,Paulus Hook,Paulus Hook,24707,Customer,0,
9/26/15 15:16,9/26/15 16:29,Liberty Light Rail,Liberty Light Rail,24468,Customer,0,
9/26/15 15:18,9/26/15 15:36,Hamilton Park,Pershing Field,24721,Customer,0,
9/26/15 15:18,9/26/15 15:36,Hamilton Park,Pershing Field,24560,Customer,0,
9/26/15 15:19,9/26/15 17:46,Liberty Light Rail,Paulus Hook,24704,Customer,0,
9/26/15 15:21,9/26/15 15:34,Hamilton Park,Warren St,24439,Customer,0,
9/26/15 15:22,9/26/15 15:42,Newport Pkwy,Essex Light Rail,24682,Customer,0,
9/26/15 15:22,9/26/15 17:46,Liberty Light Rail,Paulus Hook,24510,Customer,0,
9/26/15 15:22,9/26/15 17:46,Liberty Light Rail,Paulus Hook,24564,Customer,0,
9/26/15 15:22,9/26/15 15:42,Newport Pkwy,Essex Light Rail,24566,Customer,0,
9/26/15 15:23,9/26/15 15:29,Grove St PATH,Brunswick St,24399,Subscriber,1,1981
9/26/15 15:24,9/26/15 17:46,Liberty Light Rail,Paulus Hook,24477,Customer,0,
9/26/15 15:25,9/26/15 15:53,JC Medical Center,JC Medical Center,24686,Customer,0,
9/26/15 15:26,9/26/15 16:16,Grove St PATH,Newport PATH,24448,Customer,0,
9/26/15 15:27,9/26/15 15:45,Garfield Ave Station,Paulus Hook,24571,Subscriber,1,1962
9/26/15 15:27,9/26/15 16:16,Grove St PATH,Newport PATH,24442,Customer,0,
9/26/15 15:28,9/26/15 15:40,Exchange Place,Hamilton Park,24700,Subscriber,1,1989
9/26/15 15:29,9/26/15 16:04,Newport Pkwy,JC Medical Center,24597,Subscriber,2,1989
9/26/15 15:29,9/26/15 15:40,Exchange Place,Hamilton Park,24420,Subscriber,2,1990
9/26/15 15:29,9/26/15 17:27,Newark Ave,Newark Ave,24493,Customer,0,
9/26/15 15:29,9/26/15 16:05,Newport Pkwy,JC Medical Center,24685,Subscriber,1,1984
9/26/15 15:29,9/26/15 15:39,Central Ave,Dey St,24387,Subscriber,1,1989
9/26/15 15:29,9/26/15 15:37,Grove St PATH,Essex Light Rail,24651,Customer,0,
9/26/15 15:29,9/26/15 17:27,Newark Ave,Newark Ave,24393,Customer,0,
9/26/15 15:29,9/26/15 15:37,Grove St PATH,Essex Light Rail,24431,Customer,0,
9/26/15 15:30,9/26/15 16:28,JC Medical Center,JC Medical Center,24473,Customer,0,
9/26/15 15:31,9/26/15 16:28,JC Medical Center,JC Medical Center,24444,Customer,0,
9/26/15 15:31,9/26/15 15:54,Hamilton Park,Hamilton Park,24543,Subscriber,2,1963
9/26/15 15:32,9/26/15 15:52,Liberty Light Rail,Paulus Hook,24512,Customer,0,
9/26/15 15:33,9/26/15 15:52,Liberty Light Rail,Paulus Hook,24647,Customer,0,
9/26/15 15:35,9/26/15 15:37,Newark Ave,Grove St PATH,24483,Subscriber,1,1982
9/26/15 15:35,9/26/15 16:01,Essex Light Rail,Exchange Place,24645,Subscriber,2,1983
9/26/15 15:35,9/26/15 15:37,Newark Ave,Van Vorst Park,24402,Subscriber,1,1984
9/26/15 15:37,9/26/15 15:58,Newark Ave,Brunswick St,24437,Customer,0,
9/26/15 15:37,9/26/15 15:52,Hamilton Park,Van Vorst Park,24463,Customer,0,
9/26/15 15:37,9/26/15 15:52,Hamilton Park,Van Vorst Park,24536,Customer,0,
9/26/15 15:37,9/26/15 15:58,Newark Ave,Brunswick St,24688,Customer,0,
9/26/15 15:37,9/26/15 15:54,Riverview Park,North St,24709,Customer,0,
9/26/15 15:37,9/26/15 15:54,Riverview Park,North St,24593,Customer,0,
9/26/15 15:39,9/26/15 15:59,Riverview Park,Hamilton Park,24436,Customer,0,
9/26/15 15:39,9/26/15 15:59,Riverview Park,Hamilton Park,24541,Customer,0,
9/26/15 15:40,9/26/15 15:43,Sip Ave,McGinley Square,24680,Customer,0,
9/26/15 15:43,9/26/15 16:22,Newark Ave,Hamilton Park,24533,Subscriber,1,1981
9/26/15 15:43,9/26/15 16:06,Hamilton Park,Exchange Place,24596,Subscriber,1,1961
9/26/15 15:44,9/26/15 18:03,Pershing Field,Newark Ave,24617,Customer,0,
9/26/15 15:45,9/26/15 16:06,Newport PATH,City Hall,24419,Subscriber,2,1993
9/26/15 15:46,9/26/15 15:56,Paulus Hook,Newport Pkwy,24632,Subscriber,1,1985
9/26/15 15:46,9/26/15 16:06,Newport PATH,City Hall,24407,Subscriber,1,1992
9/26/15 15:46,9/26/15 16:23,Warren St,Newport PATH,24439,Customer,0,
9/26/15 15:46,9/26/15 15:54,Grove St PATH,Exchange Place,24644,Customer,0,
9/26/15 15:46,9/26/15 15:54,Grove St PATH,Exchange Place,24594,Customer,0,
9/26/15 15:46,9/26/15 16:07,Hamilton Park,Newport Pkwy,24456,Customer,0,
9/26/15 15:47,9/26/15 16:08,Hamilton Park,Newport Pkwy,24557,Customer,0,
9/26/15 15:47,9/26/15 16:03,Paulus Hook,JC Medical Center,24526,Subscriber,1,1985
9/26/15 15:48,9/26/15 16:31,Grove St PATH,Grove St PATH,24615,Subscriber,1,1985
9/26/15 15:48,9/26/15 17:59,Warren St,Newport PATH,24464,Customer,0,
9/26/15 15:48,9/26/15 15:56,Warren St,Newport PATH,24699,Customer,0,
9/26/15 15:49,9/26/15 16:27,Grove St PATH,JC Medical Center,24504,Subscriber,1,1985
9/26/15 15:50,9/26/15 15:54,Central Ave,Riverview Park,24474,Subscriber,2,1978
9/26/15 15:50,9/26/15 16:27,Grove St PATH,JC Medical Center,24483,Subscriber,1,1987
9/26/15 15:52,9/26/15 16:04,Liberty Light Rail,Essex Light Rail,24401,Customer,0,
9/26/15 15:52,9/26/15 16:10,Liberty Light Rail,JC Medical Center,24605,Subscriber,1,1982
9/26/15 15:52,9/26/15 16:31,Sip Ave,Central Ave,24530,Subscriber,2,1976
9/26/15 15:52,9/26/15 15:57,Hamilton Park,City Hall,24670,Subscriber,1,1983
9/26/15 15:53,9/26/15 16:02,Hamilton Park,City Hall,24435,Subscriber,1,1985
9/26/15 15:53,9/26/15 16:05,Grove St PATH,Exchange Place,24516,Customer,0,
9/26/15 15:53,9/26/15 16:05,Grove St PATH,Exchange Place,24556,Customer,0,
9/26/15 15:53,9/26/15 16:05,Grove St PATH,Exchange Place,24636,Customer,0,
9/26/15 15:54,9/26/15 16:07,Newport PATH,Newport PATH,24432,Subscriber,0,1973
9/26/15 15:55,9/26/15 16:04,Essex Light Rail,Newport PATH,24566,Customer,0,
9/26/15 15:56,9/26/15 16:07,Sip Ave,Oakland Ave,24621,Subscriber,1,1985
9/26/15 15:56,9/26/15 16:17,JC Medical Center,Riverview Park,24686,Customer,0,
9/26/15 15:57,9/26/15 16:27,Essex Light Rail,Essex Light Rail,24682,Subscriber,1,1971
9/26/15 15:57,9/26/15 16:05,Newport PATH,Hamilton Park,24659,Customer,0,
9/26/15 15:57,9/26/15 16:04,Newport PATH,Hamilton Park,24699,Customer,0,
9/26/15 15:59,9/26/15 16:11,Sip Ave,Pershing Field,24552,Subscriber,2,1954
9/26/15 16:00,9/26/15 16:10,Pershing Field,North St,24560,Subscriber,2,1989
9/26/15 16:00,9/26/15 16:16,Hamilton Park,Oakland Ave,24543,Subscriber,2,1990
9/26/15 16:01,9/26/15 18:18,Bayside Park,Bayside Park,24455,Customer,0,
9/26/15 16:01,9/26/15 16:17,Hamilton Park,Oakland Ave,24434,Subscriber,1,1989
9/26/15 16:01,9/26/15 16:07,Riverview Park,North St,24612,Subscriber,1,1970
9/26/15 16:02,9/26/15 18:16,Bayside Park,Bayside Park,24718,Customer,0,
9/26/15 16:02,9/26/15 16:18,Exchange Place,Newport PATH,24717,Subscriber,2,1989
9/26/15 16:02,9/26/15 16:15,Exchange Place,Newport PATH,24467,Subscriber,1,1980
9/26/15 16:04,9/26/15 16:12,Newport PATH,Exchange Place,24532,Subscriber,2,1983
9/26/15 16:04,9/26/15 16:25,Hamilton Park,Van Vorst Park,24409,Customer,0,
9/26/15 16:04,9/26/15 16:21,Newport PATH,Exchange Place,24641,Customer,0,
9/26/15 16:04,9/26/15 16:21,Newport PATH,Exchange Place,24566,Customer,0,
9/26/15 16:05,9/26/15 16:50,Paulus Hook,Paulus Hook,24518,Subscriber,1,1973
9/26/15 16:07,9/26/15 16:41,Grove St PATH,Newport Pkwy,24495,Customer,0,
9/26/15 16:07,9/26/15 16:41,Grove St PATH,Newport Pkwy,24574,Customer,0,
9/26/15 16:07,9/26/15 16:44,Exchange Place,Warren St,24556,Subscriber,2,1983
9/26/15 16:09,9/26/15 16:12,North St,North St,24678,Customer,0,
9/26/15 16:10,9/26/15 16:27,Dey St,Grove St PATH,24569,Subscriber,1,1968
9/26/15 16:10,9/26/15 16:17,Newark Ave,Hamilton Park,24655,Subscriber,1,1992
9/26/15 16:10,9/26/15 16:20,City Hall,City Hall,24672,Subscriber,1,1985
9/26/15 16:11,9/26/15 17:57,Van Vorst Park,Hamilton Park,24638,Subscriber,1,1985
9/26/15 16:12,9/26/15 16:24,Van Vorst Park,Hamilton Park,24441,Customer,0,
9/26/15 16:12,9/26/15 16:26,Hamilton Park,Van Vorst Park,24659,Subscriber,2,1985
9/26/15 16:12,9/26/15 16:30,Newport Pkwy,Paulus Hook,24656,Customer,0,
9/26/15 16:12,9/26/15 16:30,Newport Pkwy,Paulus Hook,24557,Customer,0,
9/26/15 16:12,9/26/15 16:47,Brunswick St,JC Medical Center,24688,Customer,0,
9/26/15 16:12,9/26/15 16:24,Van Vorst Park,Hamilton Park,24536,Customer,0,
9/26/15 16:12,9/26/15 16:36,JC Medical Center,Liberty Light Rail,24605,Subscriber,1,1982
9/26/15 16:13,9/26/15 16:36,JC Medical Center,Liberty Light Rail,24526,Customer,0,
9/26/15 16:13,9/26/15 16:47,Brunswick St,JC Medical Center,24437,Customer,0,
9/26/15 16:13,9/26/15 16:25,Van Vorst Park,Hamilton Park,24402,Customer,0,
9/26/15 16:13,9/26/15 16:29,City Hall,Hamilton Park,24400,Customer,0,
9/26/15 16:14,9/26/15 16:35,JC Medical Center,Liberty Light Rail,24550,Customer,0,
9/26/15 16:14,9/26/15 16:25,Van Vorst Park,Hamilton Park,24463,Customer,0,
9/26/15 16:15,9/26/15 16:33,Hamilton Park,Exchange Place,24635,Customer,0,
9/26/15 16:15,9/26/15 16:33,Hamilton Park,Exchange Place,24699,Customer,0,
9/26/15 16:15,9/26/15 16:33,Hamilton Park,Exchange Place,24436,Customer,0,
9/26/15 16:15,9/26/15 16:33,Hamilton Park,Exchange Place,24539,Customer,0,
9/26/15 16:16,9/26/15 16:39,Riverview Park,Hamilton Park,24513,Customer,0,
9/26/15 16:16,9/26/15 18:27,Newport Pkwy,Newport Pkwy,24456,Customer,0,
9/26/15 16:16,9/26/15 19:29,Newport Pkwy,Newport Pkwy,24470,Customer,0,
9/26/15 16:16,9/26/15 16:40,Riverview Park,Hamilton Park,24440,Customer,0,
9/26/15 16:16,9/26/15 17:01,Essex Light Rail,Newport Pkwy,24548,Subscriber,1,1980
9/26/15 16:16,9/26/15 17:02,Essex Light Rail,Newport Pkwy,24534,Subscriber,2,1980
9/26/15 16:17,9/26/15 16:30,City Hall,Hamilton Park,24618,Subscriber,1,1984
9/26/15 16:18,9/26/15 16:58,City Hall,Liberty Light Rail,24643,Customer,0,
9/26/15 16:18,9/26/15 16:31,Essex Light Rail,Grove St PATH,24491,Subscriber,2,1985
9/26/15 16:19,9/26/15 16:32,Hamilton Park,Hamilton Park,24577,Subscriber,1,1964
9/26/15 16:21,9/26/15 17:59,Newport Pkwy,Newport PATH,24398,Subscriber,1,1991
9/26/15 16:22,9/26/15 16:24,Hamilton Park,Hamilton Park,24614,Subscriber,2,1967
9/26/15 16:22,9/26/15 16:27,City Hall,Newark Ave,24421,Subscriber,2,1985
9/26/15 16:22,9/26/15 16:27,City Hall,Newark Ave,24542,Subscriber,1,1977
9/26/15 16:23,9/26/15 16:43,JC Medical Center,Paulus Hook,24685,Customer,0,
9/26/15 16:23,9/26/15 16:43,JC Medical Center,Paulus Hook,24597,Customer,0,
9/26/15 16:24,9/26/15 16:34,Exchange Place,Newport Pkwy,24645,Subscriber,1,1961
9/26/15 16:24,9/26/15 16:39,Heights Elevator,Hamilton Park,24631,Customer,0,
9/26/15 16:24,9/26/15 16:40,Heights Elevator,Hamilton Park,24412,Customer,0,
9/26/15 16:25,9/26/15 16:59,Lincoln Park,Paulus Hook,24498,Subscriber,1,1963
9/26/15 16:25,9/26/15 16:53,Exchange Place,Liberty Light Rail,24664,Customer,0,
9/26/15 16:25,9/26/15 16:54,Exchange Place,Liberty Light Rail,24566,Customer,0,
9/26/15 16:28,9/26/15 16:37,Newark Ave,5 Corners Library,24542,Subscriber,1,1978
9/26/15 16:31,9/26/15 16:39,Newark Ave,Hamilton Park,24592,Subscriber,2,1985
9/26/15 16:32,9/26/15 17:50,Brunswick St,Brunswick St,24450,Subscriber,1,1975
9/26/15 16:33,9/26/15 16:53,Liberty Light Rail,Warren St,24639,Subscriber,1,1952
9/26/15 16:33,9/26/15 16:57,Liberty Light Rail,Warren St,24468,Subscriber,2,1961
9/26/15 16:34,9/26/15 16:36,Newport PATH,Newport Pkwy,24717,Subscriber,2,1983
9/26/15 16:35,9/26/15 17:21,Exchange Place,Grove St PATH,24641,Customer,0,
9/26/15 16:35,9/26/15 16:57,Essex Light Rail,Grove St PATH,24682,Customer,0,
9/26/15 16:35,9/26/15 17:22,Exchange Place,Grove St PATH,24609,Customer,0,
9/26/15 16:35,9/26/15 17:21,Exchange Place,Grove St PATH,24691,Customer,0,
9/26/15 16:36,9/26/15 16:57,Essex Light Rail,Grove St PATH,24401,Customer,0,
9/26/15 16:36,9/26/15 16:47,City Hall,Exchange Place,24479,Customer,0,
9/26/15 16:37,9/26/15 16:47,City Hall,Exchange Place,24435,Customer,0,
9/26/15 16:41,9/26/15 16:52,City Hall,Hamilton Park,24672,Customer,0,
9/26/15 16:41,9/26/15 16:49,Newark Ave,Hamilton Park,24443,Customer,0,
9/26/15 16:41,9/26/15 17:08,Liberty Light Rail,City Hall,24550,Customer,0,
9/26/15 16:41,9/26/15 17:08,Liberty Light Rail,City Hall,24526,Customer,0,
9/26/15 16:41,9/26/15 17:02,Newport PATH,Newport PATH,24439,Customer,0,
9/26/15 16:41,9/26/15 16:51,City Hall,Hamilton Park,24652,Customer,0,
9/26/15 16:42,9/26/15 17:09,Liberty Light Rail,City Hall,24605,Subscriber,1,1982
9/26/15 16:42,9/26/15 16:47,Essex Light Rail,Grove St PATH,24565,Subscriber,1,1960
9/26/15 16:42,9/26/15 16:55,Dey St,JC Medical Center,24387,Subscriber,1,1964
9/26/15 16:42,9/26/15 17:02,Newport PATH,Newport PATH,24432,Customer,0,
9/26/15 16:42,9/26/15 16:52,Van Vorst Park,Exchange Place,24659,Subscriber,1,1980
9/26/15 16:43,9/26/15 16:48,Essex Light Rail,Essex Light Rail,24431,Customer,0,
9/26/15 16:44,9/26/15 17:10,Newark Ave,Newark Ave,24500,Subscriber,1,1978
9/26/15 16:44,9/26/15 16:51,Newark Ave,Hamilton Park,24626,Subscriber,1,1986
9/26/15 16:44,9/26/15 16:52,Hamilton Park,Van Vorst Park,24533,Customer,0,
9/26/15 16:44,9/26/15 16:51,Newark Ave,Hamilton Park,24511,Subscriber,2,1984
9/26/15 16:45,9/26/15 16:53,Hamilton Park,Van Vorst Park,24412,Customer,0,
9/26/15 16:45,9/26/15 16:56,Newport Pkwy,Newport Pkwy,24574,Customer,0,
9/26/15 16:45,9/26/15 16:55,Newport Pkwy,Newport Pkwy,24495,Customer,0,
9/26/15 16:45,9/26/15 17:35,Hamilton Park,Lincoln Park,24392,Customer,0,
9/26/15 16:46,9/26/15 17:36,Hamilton Park,Lincoln Park,24440,Subscriber,1,1979
9/26/15 16:46,9/26/15 17:15,Newport PATH,Hamilton Park,24448,Subscriber,1,1972
9/26/15 16:47,9/26/15 17:13,Paulus Hook,Newport PATH,24685,Customer,0,
9/26/15 16:47,9/26/15 17:12,Paulus Hook,Newport PATH,24512,Customer,0,
9/26/15 16:48,9/26/15 16:52,Newark Ave,JC Medical Center,24478,Subscriber,1,1989
9/26/15 16:48,9/26/15 16:52,Newark Ave,JC Medical Center,24531,Subscriber,1,1986
9/26/15 16:49,9/26/15 16:55,Exchange Place,Van Vorst Park,24460,Subscriber,2,1988
9/26/15 16:49,9/26/15 17:17,Hamilton Park,Grove St PATH,24677,Subscriber,1,1970
9/26/15 16:50,9/26/15 16:56,JC Medical Center,Newark Ave,24688,Customer,0,
9/26/15 16:50,9/26/15 16:56,JC Medical Center,Newark Ave,24558,Customer,0,
9/26/15 16:50,9/26/15 17:17,Hamilton Park,Grove St PATH,24522,Subscriber,2,1971
9/26/15 16:52,9/26/15 17:06,Newport PATH,Essex Light Rail,24467,Subscriber,2,1990
9/26/15 16:53,9/26/15 17:38,Hamilton Park,Hamilton Park,24513,Subscriber,1,1968
9/26/15 16:53,9/26/15 17:39,Paulus Hook,Liberty Light Rail,24647,Subscriber,1,1985
9/26/15 16:54,9/26/15 16:56,Hilltop,Hilltop,24583,Subscriber,1,1974
9/26/15 16:55,9/26/15 17:02,Grove St PATH,Hamilton Park,24569,Subscriber,1,1968
9/26/15 16:55,9/26/15 17:01,Grove St PATH,Hamilton Park,24491,Subscriber,1,1963
9/26/15 16:56,9/26/15 17:20,Essex Light Rail,Essex Light Rail,24431,Customer,0,
9/26/15 16:56,9/26/15 17:20,Essex Light Rail,Essex Light Rail,24651,Customer,0,
9/26/15 16:57,9/26/15 17:02,Paulus Hook,Exchange Place,24662,Customer,0,
